Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2024,Jaden Shirden,monmouth (nj),RB,68,187,9.25,28.75,NA,4.45,NA,34.5,117,NA,NA,NA,NA
2024,Kingsley Suamataia,brigham young,OT,76.63,332,10.63,34.25,NA,5.04,31,28,110,NA,NA,NA,NA
2024,Jalen Sundell,north dakota state,C,77,301,9.5,33.13,NA,5.19,26,30.5,105,4.58,7.63,NA,NA
2024,TVondre Sweat,texas,DT,76.5,366,10.13,33.25,NA,5.27,NA,26,98,NA,NA,NA,NA
2024,Leonard Taylor,miami (fl),DT,75.5,303,9.75,33.88,NA,5.12,NA,30,109,4.71,7.81,NA,NA
2024,Dadrion Taylor-Demerson,texas tech,FS,70.38,197,9.63,30.88,NA,4.41,NA,38,123,4.39,7,NA,NA
2024,Brian Thomas,louisiana state,WR,74.88,209,9.75,32.75,NA,4.33,11,38.5,126,NA,NA,NA,NA
2024,Nathan Thomas,louisiana-lafayette,OT,77,332,10.75,33.75,NA,5.19,24,25,107,4.65,8.01,NA,NA
2024,Tyrone Tracy,purdue,RB,71.13,209,9.13,31.75,NA,4.48,20,40,124,4.06,6.81,NA,NA
2024,Jeremiah Trotter,clemson,ILB,72,228,9.25,31.5,NA,NA,21,NA,NA,4.4,7.13,NA,NA
2024,Sedrick Van Pran-Granger,georgia,C,76.13,298,9.5,31.38,NA,5.2,22,NA,NA,4.82,7.46,NA,NA
2024,Caedan Wallace,penn state,OT,76.88,314,10.75,34,NA,5.15,NA,31,116,4.96,7.73,NA,NA
2024,Nate Wiggins,clemson,CB,73.38,173,9,30.5,NA,4.28,NA,36,127,NA,NA,NA,NA
2024,Caleb Williams,southern california,QB,73.13,214,9.75,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,James Williams,miami (fl),SS,76.25,231,9.5,33.63,NA,4.65,NA,30,117,NA,NA,NA,NA
2024,Mekhi Wingo,louisiana state,DT,72.25,284,9.25,32,NA,4.85,25,31.5,109,4.45,7.33,NA,NA
2024,Zak Zinter,michigan,OG,77.88,309,9.38,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Alan Ali,texas christian,C,76.25,301,9.5,32.88,NA,NA,NA,26.5,NA,NA,NA,NA,NA
2023,Will Anderson,alabama,DE,75.5,253,9.88,33.88,NA,4.6,NA,NA,NA,NA,NA,NA,NA
2023,Jake Andrews,troy (al),C,74.75,305,10,32.88,NA,5.15,29,26,102,4.73,7.77,NA,NA
2023,Felix Anudike-Uzomah,kansas state,DE,75.13,255,9.63,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Malaesala Aumavae-Laulu,oregon,OT,77.5,317,10.5,34.5,NA,5.23,18,28.5,106,4.75,NA,NA,NA
2023,Steve Avila,texas christian,OG,75.5,332,9.25,33,NA,5.21,28,29.5,98,4.74,NA,NA,NA
2023,Tyson Bagent,shepherd (wv),QB,75.13,213,9.5,30.13,NA,4.79,NA,36,120,4.36,NA,NA,NA
2023,Henry Bainivalu,washington,OG,77.75,306,10.75,34,NA,5.5,NA,28,101,4.97,NA,NA,NA
2023,TJ Bass,oregon,OG,76.38,321,9.25,32.38,NA,5.48,NA,28.5,109,NA,NA,NA,NA
2023,Robert Beal,georgia,OLB,75.75,247,10.13,34.63,NA,4.44,14,30,123,4.42,7.26,NA,NA
2023,Matthew Bergeron,syracuse,OT,77.25,318,9.5,33.75,NA,NA,NA,30.5,103,4.66,7.38,NA,NA
2023,Anthony Bradford,louisiana state,OG,76,332,9.5,33.5,NA,5.08,34,30,106,4.8,NA,NA,NA
2023,Nick Broeker,mississippi,OG,76.38,305,9.75,32.5,NA,5.27,NA,NA,NA,4.7,NA,NA,NA
2023,JiAyir Brown,penn state,SS,71.38,203,10.13,31.25,NA,4.65,18,32.5,119,4.21,NA,NA,NA
2023,Jerrod Clark,coastal carolina (sc),DT,75.63,337,9.75,33.75,NA,5.25,NA,27.5,102,4.83,NA,NA,NA
2023,KeiTrel Clark,louisville,CB,70.25,181,8.25,29.63,NA,4.42,NA,34.5,122,4.21,NA,NA,NA
2023,McClendon Curtis,tennessee-chattanooga,OT,77.88,324,10.25,35,NA,5.24,25,26.5,105,4.97,NA,NA,NA
2023,Braeden Daniels,utah,OG,75.63,307,9.38,33,NA,4.99,NA,30.5,109,4.6,NA,NA,NA
2023,Trey Dean,florida,SS,74.13,200,9.25,31.75,NA,4.75,25,36.5,124,4.26,6.69,NA,NA
2023,Jaelyn Duncan,maryland,OT,77.63,306,9.38,33,NA,5.1,NA,31.5,113,NA,NA,NA,NA
2023,Emil Ekiyor,alabama,OG,74.5,314,9.5,33.88,NA,NA,23,NA,NA,NA,NA,NA,NA
2023,Mark Evans,arkansas-pine bluff,OG,74.5,303,10.38,32.38,NA,5.44,19,26.5,101,4.92,NA,NA,NA
2023,Zach Evans,mississippi,RB,71.13,202,10.25,31.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Bryce Ford-Wheaton,west virginia,WR,75.75,221,9.38,33.5,NA,4.38,NA,41,129,4.15,NA,NA,NA
2023,Alex Forsyth,oregon,C,75.88,303,10.25,32.75,NA,NA,29,20.5,95,NA,NA,NA,NA
2023,Noah Gindorff,north dakota state,TE,78,263,10,33.13,NA,NA,16,NA,NA,NA,NA,NA,NA
2023,Richard Gouraige,florida,OT,77,306,10,34,NA,NA,23,NA,NA,NA,NA,NA,NA
2023,Jovaughn Gwyn,south carolina,C,73.88,297,9.88,31.75,NA,5.12,34,27.5,109,4.8,7.87,NA,NA
2023,Ryan Hayes,michigan,OT,78.38,305,10,32.5,NA,5.18,NA,30,103,4.68,7.49,NA,NA
2023,TreVius Hodges-Tomlinson,texas christian,CB,67.63,178,8.63,29,NA,4.41,12,39,132,NA,NA,NA,NA
2023,Andrei Iosivas,princeton,WR,75.13,205,8.75,32,NA,4.43,19,39,128,4.12,NA,NA,NA
2023,CJ Johnson,east carolina (nc),WR,73.5,224,10.25,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Paris Johnson,ohio state,OT,78.38,313,9.5,36.13,NA,NA,29,NA,110,NA,NA,NA,NA
2023,Andre Jones,louisiana-lafayette,DE,76.5,248,10,34.25,NA,NA,NA,29,116,NA,NA,NA,NA
2023,Broderick Jones,georgia,OT,77.38,313,10.63,34.75,NA,4.97,NA,30,108,NA,NA,NA,NA
2023,Dawand Jones,ohio state,OT,80.25,374,11.63,36.38,NA,5.35,NA,NA,NA,NA,NA,NA,NA
2023,Tucker Kraft,south dakota state,TE,76.75,254,10,32.75,NA,4.69,23,34,122,4.29,NA,NA,NA
2023,Brent Laing,minnesota-duluth,OG,75.88,304,9.75,32.38,NA,5.19,24,28,102,4.65,7.63,NA,NA
2023,Isaiah Land,florida a&m,OLB,75.5,236,9.25,32.5,NA,4.62,21,34.5,126,4.56,NA,NA,NA
2023,Hunter Luepke,north dakota state,FB,73.25,230,9.63,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Darrell Luter,south alabama,CB,71.75,189,10.38,32.38,NA,4.46,NA,40.5,123,4.43,NA,NA,NA
2023,Tashawn Manning,kentucky,OG,75.13,327,9.75,34.5,NA,5.34,NA,27.5,102,4.8,NA,NA,NA
2023,Cody Mauch,north dakota state,OG,77,302,9.75,32.38,NA,5.08,29,29,108,4.55,NA,NA,NA
2023,Wanya Morris,oklahoma,OT,77.38,307,10.25,35.13,NA,5.1,NA,28.5,111,NA,NA,NA,NA
2023,Aidan OConnell,purdue,QB,75.38,210,9.75,32.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,John Ojukwu,boise state,OT,77.75,309,10.75,34,NA,5.24,26,28.5,104,4.52,NA,NA,NA
2023,Olusegun Oluwatimi,michigan,C,74.5,309,8.63,32.75,NA,5.38,29,29,110,4.68,7.58,NA,NA
2023,Ivan Pace,cincinnati,ILB,70.5,222,9.5,30.25,NA,4.62,22,35,116,4.4,7.18,NA,NA
2023,Jarrett Patterson,notre dame,C,77.13,306,10,31.38,NA,5.33,22,29.5,106,4.73,7.76,NA,NA
2023,Clark Phillips,utah,CB,69,184,9.13,29.13,NA,4.51,18,33,NA,4.32,NA,NA,NA
2023,Joey Porter,penn state,CB,74.5,198,10,34,NA,4.46,17,35,129,NA,NA,NA,NA
2023,Asim Richards,north carolina,OG,76.25,309,10,34,NA,5.16,13,29,107,4.89,7.76,NA,NA
2023,John Michael Schmitz,minnesota,C,75.5,301,9.5,32.63,NA,5.35,26,29.5,104,4.56,NA,NA,NA
2023,Juice Scruggs,penn state,C,75.25,305,10.25,33.25,NA,5.22,29,32,102,4.82,NA,NA,NA
2023,Nesta Jade Silvera,arizona state,DT,74,311,9.88,32.88,NA,5.16,21,29.5,110,NA,NA,NA,NA
2023,Peter Skoronski,northwestern,OG,76,313,10,32.25,NA,5.16,30,34.5,115,NA,NA,NA,NA
2023,Jason Taylor,oklahoma state,SS,71.63,204,10,32,NA,4.5,14,43,129,NA,NA,NA,NA
2023,Joe Tippmann,wisconsin,C,78,313,10.75,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Henry Too Too,alabama,ILB,73,227,10.25,32.75,NA,4.62,NA,32,116,4.4,NA,NA,NA
2023,OCyrus Torrence,florida,OG,77.38,330,11.25,33.88,NA,5.31,23,23.5,101,4.81,NA,NA,NA
2023,Rashad Torrence,florida,SS,71.63,193,10,32,NA,4.72,20,33.5,119,NA,NA,NA,NA
2023,Dalton Wagner,arkansas,OT,80,320,10.5,34.38,NA,NA,24,24.5,102,NA,NA,NA,NA
2023,Luke Wypler,ohio state,C,74.63,303,9.63,31.63,NA,5.14,29,30.5,106,4.53,NA,NA,NA
2022,Troy Andersen,montana state,OLB,75.5,243,9.25,32.13,NA,4.42,NA,36,128,NA,NA,NA,NA
2022,Calvin Austin,memphis,WR,67.75,170,9.25,30,NA,4.32,NA,39,135,4.07,NA,NA,NA
2022,Markquese Bell,florida a&m,SS,74.13,212,9.38,32.38,NA,4.41,NA,36.5,123,4.46,NA,NA,NA
2022,Andrew Booth,clemson,CB,72.25,194,9.38,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Ben Brown,mississippi,OG,77.13,312,10.25,34.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Logan Bruss,wisconsin,OT,77,308,11,33.13,NA,5.32,NA,31,112,4.55,NA,NA,NA
2022,Spencer Burford,texas-san antonio,OG,76.13,304,9.5,34.75,NA,5.19,NA,27.5,105,4.73,NA,NA,NA
2022,JAtyre Carter,southern (la),OG,75.38,311,10.25,33.63,NA,5.13,NA,30,108,4.9,NA,NA,NA
2022,Myron Cunningham,arkansas,OT,77.63,322,10.5,34.5,NA,5.38,26,20,98,5.16,NA,NA,NA
2022,DaiJean Dixon,nicholls state (la),WR,74.63,205,9.5,32.38,NA,4.62,NA,34,125,4.42,NA,NA,NA
2022,William Dunkle,san diego state,OG,76.88,328,10.25,33.63,NA,5.44,25,26,95,4.91,NA,NA,NA
2022,Decobie Durant,south carolina state,CB,69.63,180,8.75,30.75,NA,4.38,NA,NA,NA,NA,NA,NA,NA
2022,Noah Elliss,idaho,DT,76.25,346,10.38,32.25,NA,5.62,NA,NA,NA,NA,NA,NA,NA
2022,Obinna Eze,texas christian,OT,78.5,321,9.88,36.13,NA,5.17,18,27.5,104,5.08,NA,NA,NA
2022,Joshua Ezeudu,north carolina,OG,76.25,308,9.5,34,NA,5.19,NA,28.5,105,4.56,NA,NA,NA
2022,Daniel Faalele,minnesota,OT,80,384,11,35.13,NA,NA,24,NA,NA,NA,NA,NA,NA
2022,Neil Farrell,louisiana state,DT,76.13,330,10.13,32.25,NA,5.41,NA,21.5,NA,NA,NA,NA,NA
2022,DaMarcus Fields,texas tech,CB,71.63,193,9.13,31.25,NA,4.48,NA,34.5,NA,NA,NA,NA,NA
2022,Kolby Harvell-Peel,oklahoma state,SS,71.63,213,9.75,31.13,NA,NA,21,NA,NA,NA,NA,NA,NA
2022,Ed Ingram,louisiana state,OG,75.25,307,10,33.63,NA,5.02,NA,20.5,102,4.76,NA,NA,NA
2022,DMarco Jackson,appalachian state (nc),ILB,72.75,233,9.25,32.5,NA,4.55,NA,33,125,NA,NA,NA,NA
2022,Josh Johnson,tulsa (ok),WR,70.5,179,8.63,32.25,NA,4.62,14,NA,NA,NA,NA,NA,NA
2022,Zion Johnson,boston college,OG,74.63,312,10.63,34,NA,5.18,32,32,112,4.46,NA,NA,NA
2022,Braxton Jones,southern utah,OT,77.25,310,10.25,35.38,NA,4.97,NA,25.5,108,4.84,NA,NA,NA
2022,Travis Jones,connecticut,DT,76.38,325,10.25,34.25,NA,4.92,NA,28.5,110,4.58,NA,NA,NA
2022,Velus Jones,tennessee,WR,71.75,204,9.75,30.88,NA,4.31,NA,33,121,NA,NA,NA,NA
2022,Cam Jurgens,nebraska,C,74.88,303,10,33.38,NA,4.92,25,NA,NA,NA,NA,NA,NA
2022,DEriq King,miami (fl),WR,68.75,196,9.25,28.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alec Lindstrom,boston college,C,75.38,296,9.25,32.63,NA,5.18,25,29,111,4.66,NA,NA,NA
2022,Vederian Lowe,illinois,OT,76.63,310,10.38,35.38,NA,5.22,22,25.5,99,4.71,NA,NA,NA
2022,Zyon McCollum,sam houston state (tx),CB,74.13,199,9,30.75,NA,4.33,NA,39.5,132,3.94,NA,NA,NA
2022,Marcus McKethan,north carolina,OT,78.5,340,10.5,35.5,NA,5.31,27,27.5,110,4.99,NA,NA,NA
2022,Verone McKinley,oregon,FS,70,198,9.13,30.63,NA,NA,16,35,120,NA,NA,NA,NA
2022,Max Mitchell,louisiana-lafayette,OT,78.25,307,10,33.5,NA,5.32,NA,25,106,4.65,NA,NA,NA
2022,Evan Neal,alabama,OT,79.5,337,10.13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Leon ONeal,texas a&m,SS,72.5,204,10.25,31.63,NA,NA,15,35,125,NA,NA,NA,NA
2022,Josh Paschal,kentucky,DE,74.63,268,9.63,32.75,NA,4.77,NA,37.5,123,NA,NA,NA,NA
2022,Trevor Penning,northern iowa,OT,79.13,325,10.13,34.25,NA,4.89,NA,28,111,4.62,NA,NA,NA
2022,Nicholas Petit-Frere,ohio state,OT,77.13,316,10.75,33.63,NA,5.14,NA,24.5,103,NA,NA,NA,NA
2022,DVonte Price,florida international,RB,73.38,210,9.38,31.5,NA,4.38,NA,34,119,NA,NA,NA,NA
2022,Sean Rhyan,ucla,OG,76.63,321,11.13,32.38,NA,5.25,NA,33.5,110,4.81,NA,NA,NA
2022,Reggie Roberson,southern methodist (tx),WR,71,192,9.5,32.63,NA,NA,NA,29,114,NA,NA,NA,NA
2022,Brian Robinson,alabama,RB,73.63,225,9.75,31.88,NA,4.53,NA,30,119,NA,NA,NA,NA
2022,Tyrese Robinson,oklahoma,OG,75.13,319,10.25,33.75,NA,5.25,NA,22.5,100,4.94,8.15,NA,NA
2022,WanDale Robinson,kentucky,WR,68,178,9,27.63,NA,4.44,NA,34.5,118,NA,NA,NA,NA
2022,Dare Rosenthal,kentucky,OT,78.75,290,9,33.5,NA,4.88,NA,NA,NA,NA,NA,NA,NA
2022,Andrew Rupcich,NA,OG,78,318,9.5,32.88,NA,5.31,NA,27.5,108,NA,NA,NA,NA
2022,Jamaree Salyer,georgia,OG,75,321,10,33.63,NA,NA,31,NA,NA,NA,NA,NA,NA
2022,Lecitus Smith,virginia tech,OG,75.25,314,9.63,31.88,NA,5.18,23,NA,99,4.78,NA,NA,NA
2022,Tyler Smith,tulsa (ok),OT,76.88,327,10.63,34.25,NA,5.02,25,27.5,105,4.65,NA,NA,NA
2022,Derek Stingley,louisiana state,CB,72.25,190,9.63,30.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Cole Strange,tennessee-chattanooga,OG,76.88,307,10.13,33,NA,5.03,31,28,120,4.5,NA,NA,NA
2022,Pierre Strong,south dakota state,RB,71.38,207,9.25,31.88,NA,4.37,NA,36,124,NA,NA,NA,NA
2022,Andrew Stueber,michigan,OT,78.63,325,10,34.13,NA,NA,NA,24.5,101,4.9,NA,NA,NA
2022,Cam Taylor-Britt,nebraska,CB,70.63,196,10,31.5,NA,4.38,NA,NA,NA,NA,NA,NA,NA
2022,Zachary Thomas,san diego state,OT,76.88,308,10.25,33.88,NA,4.96,21,22.5,107,4.65,NA,NA,NA
2022,Skylar Thompson,kansas state,QB,73.88,217,8.63,31,NA,4.91,NA,31,112,4.28,NA,NA,NA
2022,Cordell Volson,north dakota state,OG,78.13,315,10.5,33.88,NA,5.27,25,25,104,4.93,NA,NA,NA
2022,Matt Waletzko,north dakota,OT,79.63,312,10.25,36.13,NA,5.03,NA,30,113,NA,NA,NA,NA
2022,Christian Watson,north dakota state,WR,76.13,208,10.13,32.5,NA,4.36,NA,38.5,136,NA,NA,NA,NA
2022,Sam Webb,missouri western,CB,72.5,202,9.25,32.13,NA,4.48,14,NA,NA,NA,NA,NA,NA
2022,Dohnovan West,arizona state,C,75.25,296,9.5,33,NA,5.27,NA,28,112,NA,NA,NA,NA
2022,Isaiah Weston,northern iowa,WR,75.5,214,9.5,32.5,NA,4.42,20,40,135,NA,NA,NA,NA
2022,ZaQuandre White,south carolina,RB,72.13,206,9,30.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Joshua Williams,fayetteville state,CB,74.88,195,9.5,32.88,NA,4.53,NA,36,124,NA,NA,NA,NA
2022,Sam Williams,mississippi,OLB,75.63,261,9.88,33.13,NA,4.46,NA,32.5,123,NA,NA,NA,NA
2022,Nick Zakelj,fordham (ny),OG,78.13,316,9.88,32.88,NA,5.13,27,28.5,110,4.71,NA,NA,NA
2021,Jonathan Adams,arkansas state,WR,74,210,9.875,32.125,NA,4.59,NA,39,132,4.38,7.04,NA,NA
2021,DAngelo Amos,virginia,FS,71.75,191,9,32.25,NA,4.58,11,34.5,119,4.33,6.98,NA,NA
2021,Calvin Ashley,florida a&m,OT,78.13,314,10.125,34.25,NA,5.55,15,29,105,5,8.46,NA,NA
2021,Tutu Atwell,louisville,WR,68.88,155,8.875,29.25,NA,4.39,NA,33,117,4.09,6.87,NA,NA
2021,Josh Ball,marshall (wv),OT,79.38,308,10,35,NA,5.2,28,27.5,106,4.7,7.77,NA,NA
2021,Cole Banwart,iowa,OG,75.75,298,10.375,33.75,NA,5.23,20,27.5,103,4.56,7.5,NA,NA
2021,Carlos Basham,wake forest,DE,75.25,274,9.25,32.875,NA,4.62,20,34,122,4.32,7.13,NA,NA
2021,Chase Behrndt,west virginia,C,75.5,324,10.375,33.5,NA,5.55,25,24.5,101,4.93,8.21,NA,NA
2021,Larry Borom,missouri,OG,76.88,322,10.375,33.125,NA,5.15,21,31,103,NA,8.04,NA,NA
2021,Josiah Bronson,washington,DT,74.88,304,9.25,31.5,NA,5.07,27,30,101,4.72,7.63,NA,NA
2021,Deonte Brown,alabama,OG,75.25,344,9.125,32.375,NA,5.57,NA,27,96,5.18,8.33,NA,NA
2021,Earnest Brown,northwestern,DE,76.5,270,9.75,34.5,NA,5.01,25,31,115,4.5,7.19,NA,NA
2021,Rico Bussey,hawaii,WR,72.38,186,10.125,33,NA,4.5,13,38.5,124,4.26,7.21,NA,NA
2021,Michael Carter,duke,FS,69.63,184,9.5,29.125,NA,4.36,13,35.5,117,4.44,6.9,NA,NA
2021,JaMarr Chase,louisiana state,WR,72.38,201,9.625,30.75,NA,4.34,NA,41,132,3.99,6.96,NA,NA
2021,Camaron Cheeseman,michigan,LS,76.25,239,9.375,32,NA,5.09,17,33,110,4.58,7.57,NA,NA
2021,Liam Eichenberg,notre dame,OT,78.13,306,9.625,32.375,NA,NA,33,26.5,105,4.57,7.53,NA,NA
2021,DWayne Eskridge,western michigan,WR,68.75,190,9,30.125,NA,4.4,NA,35,124,4.27,6.95,NA,NA
2021,OBryan Goodson,memphis,DT,70.25,276,9.125,31,NA,NA,26,NA,120,NA,NA,NA,NA
2021,Tay Gowan,central florida,CB,72.88,186,8.5,31.125,NA,4.49,13,35.5,118,4.27,6.86,NA,NA
2021,TaQuon Graham,texas,DT,75.13,292,10.625,35,NA,4.89,32,32.5,113,4.68,7.31,NA,NA
