Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2016,Jalin Marshall,Ohio State,WR,70.5,200,9.63,31.5,NA,4.6,16,37.5,125,4.13,NA,NA,549819
2016,Keith Marshall,Georgia,RB,71.38,219,9.38,31.63,NA,4.31,25,30.5,NA,4.25,6.98,NA,530937
2016,Nick Martin,Notre Dame,C,76.13,299,9.75,32.5,NA,5.22,28,28,97,4.72,NA,NA,4045703
2016,Ross Martin,Duke,K,69.13,187,7.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,530484
2016,Blake Martinez,Stanford,ILB,73.63,237,10.88,31.63,NA,4.71,22,28.5,113,4.2,NA,NA,535291
2016,Tyler Marz,Wisconsin,OT,78.75,316,10,33.5,NA,5.54,19,27.5,99,4.97,NA,NA,NA
2016,Tyler Matakevich,Temple,ILB,72,238,9.5,31.25,NA,4.81,22,31,112,4.5,7.22,NA,534341
2016,Mitch Mathews,Brigham Young,WR,77.63,222,10.38,32.75,NA,4.49,12,36,129,4.25,6.99,NA,487641
2016,Mike Matthews,Texas A&M,C,73.63,297,8.88,30.875,NA,5.45,30,24.5,95,5.01,8.09,NA,5079580
2016,KJ Maye,Minnesota,WR,68.13,191,8.25,30.5,NA,4.61,10,33,113,4.35,7.18,NA,530733
2016,Chris Mayes,Georgia,DT,75.13,338,9,34,NA,5.34,33,23.5,104,5.13,NA,NA,NA
2016,Alex McCalister,Florida,DL,78.13,239,9.38,36,NA,4.8,NA,34.5,128,4,NA,NA,535923
2016,Tyriq McCord,Miami (FL),OLB,74.5,239,9.25,33.375,NA,4.78,21,36.5,114,4.46,6.69,NA,530405
2016,Jake McGee,Florida,TE,77.5,250,9.63,32.38,NA,4.84,17,28.5,114,4.63,7.26,NA,501194
2016,Mekale McKay,Cincinnati,WR,75.63,207,9.5,30.63,NA,4.55,12,35,123,4.63,7.09,NA,535884
2016,Cassanova McKinzy,Auburn,ILB,73,248,9.88,31.25,NA,4.83,21,NA,118,4.37,7.5,NA,530916
2016,Anthony Melchiori,Kent State (OH),P,70,190,8.5,29.875,NA,4.64,9,34.5,121,4.09,NA,NA,531862
2016,Jaydon Mickens,Washington,WR,69.88,174,9,28.875,NA,4.54,13,35.5,121,3.93,6.62,NA,535324
2016,Doug Middleton,Appalachian State (NC),FS,71.75,209,8.88,30.125,NA,4.5,18,38.5,131,4.38,6.93,NA,NA
2016,Greg Milhouse,Campbell,DT,73.38,295,10.63,32.25,NA,4.91,26,33.5,111,4.68,7.94,NA,NA
2016,Braxton Miller,Ohio State,WR,73.38,201,9.13,31.75,NA,4.5,17,35,123,4.07,NA,NA,512838
2016,Harlan Miller,Southeastern Louisiana,CB,71.88,182,9.38,31.38,NA,4.65,6,35.5,118,4.43,7.13,NA,NA
2016,Jalen Mills,Louisiana State,FS,72,191,9.13,31.13,NA,4.61,16,37,123,4,NA,NA,534427
2016,Malcolm Mitchell,Georgia,WR,71.63,198,10.5,32.63,NA,4.45,15,36,129,4.34,NA,NA,512178
2016,Will Monday,Duke,P,75.75,212,8.88,32.5,NA,NA,NA,NA,NA,NA,NA,NA,513346
2016,Chris Moore,Cincinnati,WR,73,206,9.38,33.38,NA,4.53,10,37,130,4.2,NA,NA,NA
2016,Mike Moore,Virginia,DE,75.25,269,9.75,33.75,NA,4.92,28,29,113,4.47,7.6,NA,NA
2016,David Morgan,Texas-San Antonio,TE,76.13,262,10.5,33.63,NA,5.02,29,30,115,4.19,NA,NA,NA
2016,Marshall Morgan,Georgia,K,74.13,198,8.75,31,NA,NA,NA,NA,NA,NA,NA,NA,534677
2016,Antonio Morrison,Florida,ILB,72.75,232,9,30.38,NA,5.1,23,30,111,4.64,7.69,NA,530928
2016,Joe Morrow,Mississippi State,WR,75.63,211,8.63,33.875,NA,NA,NA,NA,NA,NA,NA,NA,514707
2016,Kyle Murphy,Stanford,OT,78.38,305,9.75,33.5,NA,NA,23,NA,NA,NA,NA,NA,NA
2016,Eric Murray,Minnesota,CB,70.63,199,9,31.75,NA,4.49,15,39.5,124,4.05,NA,NA,530737
2016,Carl Nassib,Penn State,DE,78.88,277,10.38,34.5,NA,4.84,21,28.5,114,4.37,NA,NA,524841
2016,Durron Neal,Oklahoma,WR,71,194,9.25,30.5,NA,4.54,13,32.5,121,4.46,7.22,NA,534450
2016,Keanu Neal,Florida,FS,72.5,211,10.63,32.75,NA,4.62,17,38,132,4.38,NA,NA,551326
2016,Stephane Nembot,Colorado,OT,78.75,322,10.75,34.63,NA,5.39,32,26.5,103,5.15,7.81,NA,NA
2016,Giorgio Newberry,Florida State,DE,77.5,285,9.5,34,NA,4.94,20,30,114,4.78,7.34,NA,NA
2016,Yannick Ngakoue,Maryland,DE,74,252,9.5,32.5,NA,4.75,26,34.5,118,4.5,NA,NA,550835
2016,Dadi Nicolas,Virginia Tech,DE,74.88,235,10.38,34.75,NA,4.74,14,41,116,4.38,7.65,NA,NA
2016,Robert Nkemdiche,Mississippi,DT,75.5,294,10.75,33.88,NA,4.87,28,35,116,NA,NA,NA,550011
2016,Dennis Norfleet,Tuskegee (AL),WR,66.25,159,8.5,27.5,NA,4.64,NA,30.5,115,4.32,6.77,NA,535146
2016,Dwayne Norman,Duke,OLB,72.13,230,9.25,32,NA,4.63,19,34.5,121,4.43,7.46,NA,NA
2016,Jared Norris,Utah,ILB,73.25,241,10.13,31.5,NA,4.8,19,29.5,114,4.52,7.07,NA,NA
2016,Marquez North,Tennessee,WR,74.5,223,10.25,33.38,NA,4.48,17,35,123,4.13,7.22,NA,546536
2016,Reggie Northrup,Florida State,ILB,73,237,9.25,31.5,NA,4.95,24,27.5,110,4.49,7.26,NA,530301
2016,Shawn Oakman,Baylor,DE,79.63,287,10.63,35.75,NA,4.96,23,32,123,4.56,NA,NA,NA
2016,Jaden Oberkrom,Texas Christian,K,74.38,186,8.5,31.75,NA,NA,NA,NA,NA,NA,NA,NA,531238
2016,Victor Ochi,Stony Brook (NY),DE,73.13,246,10.13,33.75,NA,4.86,22,32,119,4.4,NA,NA,NA
2016,Rees Odhiambo,Boise State,OG,75.88,314,9.63,33.25,NA,NA,23,27,93,4.69,8.09,NA,NA
2016,Emmanuel Ogbah,Oklahoma State,DE,76.25,273,10,35.5,NA,4.63,20,35.5,121,4.5,NA,NA,NA
2016,Mario Ojemudia,Michigan,OLB,74.38,255,9.25,33.25,NA,NA,20,NA,NA,NA,NA,NA,535155
2016,Romeo Okwara,Notre Dame,DE,76.63,265,10.13,34.13,NA,4.9,23,33,120,4.53,NA,NA,NA
2016,David Onyemata,Manitoba,DT,75.25,300,10.38,33.25,NA,5.07,33,33,119,4.69,7.25,NA,NA
2016,Nick OToole,West Virginia,P,75.38,219,9.75,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Drew Ott,Iowa,DE,76.5,273,9.63,32.25,NA,NA,NA,NA,NA,NA,NA,NA,535836
2016,Montese Overton,East Carolina (NC),OLB,73.75,223,9.5,32.75,NA,4.61,18,34,123,4.47,7.25,NA,NA
2016,Will Parks,Arizona,SS,72.38,204,10,29.5,NA,4.63,21,31.5,113,4.45,7.02,NA,530842
2016,Gionni Paul,Utah,ILB,70.13,231,8.13,31,NA,5.05,22,31,113,4.49,7.56,NA,517586
2016,Jordan Payton,UCLA,WR,73.13,207,10.13,32.5,NA,4.47,NA,34.5,121,4.33,NA,NA,530981
2016,Charone Peake,Clemson,WR,74.38,209,9.25,34,NA,4.45,12,35.5,122,4.46,NA,NA,511213
2016,David Perkins,Illinois State,OLB,73.88,233,9.75,32.125,NA,NA,24,NA,NA,NA,NA,NA,NA
2016,Paul Perkins,UCLA,RB,70.38,208,9,31.63,NA,4.54,19,32,124,NA,NA,NA,530982
2016,Joshua Perry,Ohio State,OLB,75.75,254,10.25,33.88,NA,4.68,20,33.5,124,4.35,7.21,NA,534301
2016,Kevin Peterson,Oklahoma State,CB,70.38,181,8.63,31.5,NA,4.58,14,35.5,121,4.31,NA,NA,534657
2016,DJ Pettway,Alabama,DE,74.13,265,9.5,32.25,NA,4.99,17,28,108,4.69,7.96,NA,NA
2016,Jahleel Pinner,Southern California,FB,70.75,240,9.13,29.875,NA,4.92,17,28,100,4.69,7.44,NA,530996
2016,Latroy Pittman,Florida,WR,70.88,207,10,32.25,NA,4.69,14,29,103,4.75,7.28,NA,530929
2016,Brian Poole,Florida,CB,69.63,209,9.25,31,NA,4.5,NA,29,112,4.43,7.14,NA,535927
2016,Darius Powe,California,WR,74.88,220,9,33.5,NA,4.49,17,34.5,120,4.29,6.94,NA,535178
2016,Christian Powell,Colorado,RB,71.25,229,8.88,32.5,NA,4.68,15,34.5,116,4.38,7.21,NA,535778
2016,Shaquille Powell,Duke,RB,69.13,210,9,29.75,NA,4.63,23,31.5,116,4.23,7.07,NA,530483
2016,Tyvis Powell,Ohio State,FS,74.75,211,9.5,32.75,NA,4.46,15,34.5,120,4.25,NA,NA,534303
2016,Dak Prescott,Mississippi State,QB,74.25,226,10.88,32.25,NA,4.79,NA,32.5,116,4.32,NA,NA,512030
2016,Jhurell Pressley,New Mexico,RB,70.13,206,9.25,32,NA,4.4,25,33.5,117,4.15,7.01,NA,533220
2016,Sean Price,South Florida,TE,74.5,245,10.75,33,NA,5.02,NA,30,115,4.99,7.58,NA,536031
2016,CJ Prosise,Notre Dame,RB,72.5,220,8.5,32.13,NA,4.48,NA,35.5,121,4.42,7.19,NA,535958
2016,Jimmy Pruitt,San Jose State,CB,71.63,198,9.38,30.38,NA,4.73,19,32,117,4.38,7.03,NA,536373
2016,Reggie Ragland,Alabama,ILB,73.25,247,9.88,32,NA,4.72,NA,31.5,116,4.28,NA,NA,535756
2016,Jalen Ramsey,Florida State,FS,73.25,209,9.5,33.38,NA,4.41,14,41.5,135,4.18,NA,NA,546810
2016,Sheldon Rankins,Louisville,DT,73.13,299,9.38,33.38,NA,5.03,28,34.5,118,4.59,NA,NA,530381
2016,Shakeel Rashad,North Carolina,OLB,73.88,237,10.5,33.5,NA,4.64,23,34,123,4.42,7.12,NA,530429
2016,DJ Reader,Clemson,DT,74.63,327,9.5,33.63,NA,5.33,30,29.5,99,4.71,8.03,NA,NA
2016,Alex Redmond,UCLA,OG,76.75,294,10.5,33.25,NA,5.3,30,28,111,4.9,NA,NA,NA
2016,Will Redmond,Mississippi State,CB,70.75,182,9.13,30.38,NA,NA,NA,NA,NA,NA,NA,NA,531409
2016,Jarran Reed,Alabama,DT,74.88,307,10.5,33.38,NA,5.21,NA,31,104,4.75,NA,NA,NA
2016,Kalan Reed,Southern Mississippi,CB,71.13,192,9,31.375,NA,4.49,11,41.5,122,4.17,7.05,NA,531790
2016,Keenan Reynolds,Navy,RB,69.5,190,8.63,30.25,NA,4.57,15,37,120,NA,NA,NA,530568
2016,Hassan Ridgeway,Texas,DT,75.38,303,9.38,33,NA,5.02,24,32,113,4.82,7.37,NA,NA
2016,Elandon Roberts,Houston,ILB,71.38,234,9.38,30.625,NA,4.6,25,36,120,4.26,7.2,NA,538490
2016,Dominique Robertson,West Georgia,OT,76.63,324,10.38,36,NA,5.36,30,28.5,100,4.83,NA,NA,506124
2016,AShawn Robinson,Alabama,DT,75.63,307,10.5,34.5,NA,5.2,22,26,106,4.74,NA,NA,NA
2016,Demarcus Robinson,Florida,WR,73.38,203,9.5,33,NA,4.59,9,34.5,123,4.19,6.69,NA,546314
2016,Devonte Robinson,Utah State,WR,73.25,188,8.88,30.25,NA,4.33,NA,38,128,4.38,7.33,NA,534515
2016,Rashard Robinson,Louisiana State,CB,73.5,171,9,32.25,NA,4.49,5,35.5,121,4.5,7.29,NA,545879
2016,James Ross,Michigan,ILB,71.25,232,9.63,30.25,NA,5.01,22,26,105,4.62,7.38,NA,NA
2016,Jake Rudock,Michigan,QB,75,207,9.63,31.375,NA,4.88,NA,29,111,4.22,7.09,NA,518380
2016,Alonzo Russell,Toledo,WR,75.63,206,9.5,33.88,NA,4.54,12,29.5,112,4.33,7.17,NA,536086
2016,KeiVarae Russell,Notre Dame,CB,71.13,192,10,31.63,NA,4.49,17,38.5,134,4,6.84,NA,535960
2016,Zack Sanchez,Oklahoma,CB,70.88,185,9.38,31.38,NA,4.5,19,35.5,116,4.51,7.12,NA,534452
2016,Beau Sandland,Montana State,TE,76.5,253,10.13,34.25,NA,4.74,23,35,124,4.33,NA,NA,545236
2016,Joe Schobert,Wisconsin,OLB,73.38,244,9.75,31.5,NA,4.76,22,33.5,111,4.3,NA,NA,534828
2016,Wes Schweitzer,San Jose State,OT,76,300,10.5,32.625,NA,5.15,28,27.5,108,4.73,7.8,NA,NA
2016,Rashawn Scott,Miami (FL),WR,72.88,199,9.38,31.38,NA,4.54,17,32.5,116,4.33,6.88,NA,517589
2016,Ian Seau,Nevada,OLB,74.13,250,10,31.25,NA,4.73,22,34.5,117,4.51,7.34,NA,515191
2016,Isaac Seumalo,Oregon State,OG,75.88,303,9.88,33,NA,5.19,19,26,105,4.52,NA,NA,NA
2016,Canaan Severin,Virginia,WR,74.13,212,9.75,33.125,NA,NA,NA,NA,NA,NA,NA,NA,535618
2016,Kevon Seymour,Southern California,CB,71.5,186,9,30.75,NA,4.39,12,35,124,4.18,6.81,NA,530991
2016,Hunter Sharp,Utah State,WR,71.5,198,9.38,31.63,NA,4.58,12,32.5,116,4.19,7.1,NA,3125354
2016,Tajae Sharpe,Massachusetts,WR,74,194,8.38,32.25,NA,4.55,11,33.5,114,NA,NA,NA,537063
2016,Brandon Shell,South Carolina,OT,77.38,324,10.75,34.75,NA,5.22,22,30.5,112,4.62,7.62,NA,NA
2016,Sterling Shepard,Oklahoma,WR,70.25,194,9.75,30.38,NA,4.48,20,41,123,4.35,NA,NA,534448
2016,Brandon Shippen,Temple,WR,70.63,195,9,30.375,NA,4.55,17,31.5,117,4.2,6.76,NA,534342
2016,Aziz Shittu,Stanford,DT,74,288,10.13,34,NA,5.41,31,29.5,102,4.52,7.52,NA,NA
2016,Elijah Shumate,Notre Dame,SS,71.75,216,9.75,31.13,NA,4.58,18,33,119,4.51,7.06,NA,535961
2016,Devaunte Sigler,Jacksonville State (AL),DT,75.5,298,9.88,33.75,NA,5.15,23,25,99,4.97,NA,NA,NA
2016,Justin Simmons,Boston College,FS,74.38,202,9.63,32.63,NA,4.61,16,40,126,3.85,NA,NA,530458
2016,LeShaun Sims,Southern Utah,CB,72.5,203,8.13,31.63,NA,4.53,11,37,120,4.19,6.82,NA,NA
2016,Matt Skura,Duke,C,75.38,305,10.13,33.375,NA,5.39,27,24,103,4.76,7.83,NA,NA
2016,Pearce Slater,San Diego State,OT,78.75,329,10,35.25,NA,5.42,17,23,92,5.12,NA,NA,NA
2016,Wendell Smallwood,West Virginia,RB,70.5,208,9.25,30.5,NA,4.47,14,33.5,120,4.28,NA,NA,546046
2016,Jaylon Smith,Notre Dame,OLB,74,223,9.5,33,NA,NA,NA,NA,NA,NA,NA,NA,550965
2016,Ryan Smith,North Carolina Central,CB,71,189,8.88,30.5,NA,4.47,18,36,122,4.09,NA,NA,NA
2016,Terrance Smith,Florida State,OLB,74.88,235,9.88,32.75,NA,4.77,19,34.5,120,4.49,7.14,NA,517382
2016,Noah Spence,Eastern Kentucky,DE,74.5,251,10.75,33,NA,4.8,25,35,121,4.35,NA,NA,NA
2016,Jason Spriggs,Indiana,OT,77.63,301,10.13,34.13,NA,4.94,31,31.5,115,4.44,7.57,NA,NA
2016,Nelson Spruce,Colorado,WR,73.13,206,10,30,NA,4.69,12,35,114,4.2,7.2,NA,511433
2016,AJ Stamps,Kentucky,FS,70.88,193,9.63,31.38,NA,4.79,15,33,115,4.25,NA,NA,559619
2016,Ronnie Stanley,Notre Dame,OT,77.75,312,10.63,35.63,NA,5.2,24,28.5,NA,4.9,7.96,NA,NA
2016,Joel Stave,Wisconsin,QB,77.25,236,10.75,33.25,NA,4.8,NA,33.5,115,4.33,NA,NA,514230
2016,Chance Stewart,Hillsdale (MI),QB,77.25,254,10,33.75,NA,5.2,11,26,100,4.74,7.71,NA,NA
2016,Eric Striker,Oklahoma,OLB,71.38,227,10.13,31.25,NA,4.8,23,30,116,4.46,NA,NA,534470
2016,Nate Sudfeld,Indiana,QB,78.13,234,9.88,34.25,NA,4.93,NA,29,105,4.48,7.42,NA,535825
2016,Chris Swain,Navy,FB,71.5,249,9.25,31.5,NA,4.72,23,30,110,4.69,7.47,NA,530583
2016,Jordan Swindle,Kentucky,OT,78.63,313,9.75,34.5,NA,5.4,22,29,113,4.97,8.29,NA,NA
2016,Charles Tapper,Oklahoma,DE,74.63,271,11.5,34.38,NA,4.59,23,34,119,NA,NA,NA,NA
2016,Kelvin Taylor,Florida,RB,70.25,207,8.25,29.25,NA,4.6,15,32,113,4.56,7.23,NA,546318
2016,John Theus,Georgia,OT,78.5,313,10.13,34.5,NA,5.22,19,28,103,4.78,NA,NA,NA
2016,Duke Thomas,Texas,CB,70.13,184,8.25,31.375,NA,4.41,17,34.5,121,4.21,6.73,NA,531093
2016,Lawrence Thomas,Michigan State,DE,75.5,286,10.13,33.25,NA,4.98,24,35,113,4.58,7.53,NA,512724
2016,Michael Thomas,Ohio State,WR,74.75,212,10.5,32.13,NA,4.57,18,35,126,4.13,NA,NA,NA
2016,Mike Thomas,Southern Mississippi,WR,73.25,193,9.38,31.375,NA,4.54,16,36,126,4.26,7.06,NA,NA
2016,Darian Thompson,Boise State,FS,73.88,208,9.13,30.38,NA,4.69,12,32.5,118,4.33,NA,NA,517347
2016,Ron Thompson,Syracuse,DE,75,253,9.38,32.25,NA,4.92,18,NA,106,4.5,7.15,NA,NA
2016,Shadrach Thornton,North Carolina State,RB,71.63,217,9.75,30,NA,4.75,12,31,116,4.21,7.14,NA,530517
2016,Joe Thuney,North Carolina State,OG,76.63,304,9.63,32.25,NA,4.95,28,28.5,110,4.54,NA,NA,NA
2016,Cole Toner,Harvard,OT,77.25,306,9.75,33.13,NA,5.32,22,26,103,4.59,NA,NA,NA
2016,Laquon Treadwell,Mississippi,WR,74,221,9.5,33.38,NA,4.64,12,33,117,4.3,7.04,NA,550014
2016,Bryce Treggs,California,WR,71.38,190,9.13,30.875,NA,4.39,16,34,122,4.19,7,NA,535181
2016,Sebastian Tretola,Arkansas,OG,76.13,314,10.38,31.5,NA,5.45,22,23.5,90,5.02,NA,NA,501264
2016,Max Tuerk,Southern California,C,77,298,10.75,32.5,NA,NA,22,NA,NA,NA,NA,NA,NA
2016,Laremy Tunsil,Mississippi,OT,77,310,10,34.25,NA,NA,34,28.5,111,NA,NA,NA,NA
2016,Landon Turner,North Carolina,OG,75.88,330,10.38,32.88,NA,5.58,30,19,88,4.95,8.2,NA,NA
2016,Soma Vainuku,Southern California,RB,71.5,246,9.5,32.75,NA,4.68,26,32,108,4.46,7.2,NA,500247
2016,Halapoulivaati Vaitai,Texas Christian,OT,78,320,10.63,34.25,NA,5.26,23,29,113,5,7.69,NA,NA
2016,Vincent Valentine,Nebraska,DT,75.63,329,9.63,33.13,NA,5.19,17,29,110,4.59,NA,NA,NA
2016,Nick Vannett,Ohio State,TE,78,257,10,34.25,NA,4.89,17,30.5,111,4.2,NA,NA,514185
2016,Nick Vigil,Utah State,ILB,74.38,239,10.25,32.38,NA,4.72,15,31.5,115,4,NA,NA,531204
2016,Dan Vitale,Northwestern,RB,72.88,239,9.75,31.75,NA,4.6,30,38.5,123,4.12,NA,NA,NA
2016,Joe Walker,Oregon,ILB,74.38,236,10.13,32.875,NA,4.6,23,37.5,124,4.39,6.86,NA,NA
2016,Aaron Wallace,UCLA,OLB,74.38,242,9.38,31.75,NA,4.59,25,36,130,4.27,7.45,NA,NA
2016,Cleveland Wallace,San Jose State,CB,70.75,188,9.5,31.75,NA,4.68,7,35.5,123,4.25,6.87,NA,NA
2016,Jaylen Walton,Mississippi,RB,68,176,8.5,27.375,NA,4.52,12,34.5,114,4.3,7.05,NA,536106
2016,Channing Ward,Mississippi,DE,75.38,288,9.13,31.5,NA,4.76,NA,26.5,105,4.59,7.46,NA,NA
2016,Jihad Ward,Illinois,DE,77.13,297,9.38,33.88,NA,5.11,20,25,111,4.63,7.45,NA,NA
2016,Adolphus Washington,Ohio State,DT,75.38,301,9.88,34.5,16,5.17,21,27,99,4.79,NA,NA,534312
2016,Damien Washington,North Carolina,WR,71.88,190,9,31.625,NA,4.47,16,35,122,4.31,6.82,NA,530490
2016,Dwayne Washington,Washington,RB,73,223,9.88,32.375,NA,4.48,21,37.5,127,4.22,6.85,NA,542080
2016,Herb Waters,Miami (FL),WR,71.75,188,9.25,32.625,NA,4.51,14,38.5,121,4.1,6.73,NA,530412
2016,Ryan Watson,Purdue,DT,73.75,291,10.38,31.75,NA,5.22,27,26.5,105,4.67,7.73,NA,553579
2016,Derek Watt,Wisconsin,FB,74,235,10.13,31,NA,4.75,19,33.5,116,4.29,NA,NA,514234
2016,Stephen Weatherly,Vanderbilt,OLB,76.38,267,10.25,34.5,NA,4.61,23,31,117,4.42,7.07,NA,532004
2016,Ian Wells,Ohio,CB,70.5,199,9.5,31.5,NA,4.49,NA,41,136,4.08,NA,NA,511553
2016,Carson Wentz,North Dakota State,QB,77.25,237,10,33.25,29,4.77,NA,30.5,118,4.15,NA,NA,NA
2016,Christian Westerman,Arizona State,OG,75.13,298,11.88,33.5,NA,5.12,34,25,98,4.71,NA,NA,NA
2016,Julian Whigham,Syracuse,CB,72.38,199,10,33.75,NA,4.58,9,37,128,4.28,7.31,NA,530650
2016,DJ White,Georgia Tech,CB,70.88,193,9.25,31.5,NA,4.49,17,33,132,4.33,NA,NA,531111
2016,Darius White,California,CB,71.25,179,9.5,31.125,NA,4.56,5,32.5,116,4.6,6.88,NA,NA
2016,Cody Whitehair,Kansas State,OG,75.75,301,10.13,32.38,NA,5.02,16,25.5,110,4.58,NA,NA,NA
2016,Kodi Whitfield,Stanford,SS,73.5,204,8.75,31,NA,4.75,11,32,119,4.5,6.93,NA,535305
2016,Brandon Wilds,South Carolina,RB,72.75,220,10.25,32,NA,4.54,21,36.5,118,4.33,7.03,NA,517466
2016,Antwione Williams,Georgia Southern,OLB,74.75,240,9.75,33.625,NA,4.8,23,35,118,4.58,7.03,NA,NA
2016,Brandon Williams,Southern Illinois,OLB,77,256,9.5,32,NA,4.72,24,37,125,4.46,7.27,NA,NA
2016,Brandon Williams,Texas A&M,FS,71.38,197,8.63,32.5,NA,4.37,18,30.5,118,4.19,NA,NA,NA
2016,Bryce Williams,East Carolina (NC),TE,77.75,257,9.63,33.63,NA,4.94,19,29.5,111,4.53,NA,NA,NA
2016,Duke Williams,Auburn,WR,74.25,229,9.25,32.5,NA,4.72,14,30,121,4.47,NA,NA,NA
2016,Jonathan Williams,Arkansas,RB,70.75,220,10,31.63,NA,4.63,16,NA,NA,4.29,6.97,NA,NA
2016,Rodrick Williams,Minnesota,RB,69.13,224,9.38,30.5,NA,4.7,14,35,112,4.41,7.21,NA,NA
2016,Trevor Williams,Penn State,CB,71.25,191,8.5,31.125,NA,4.44,16,35.5,125,4.22,6.8,NA,NA
2016,DeRunnya Wilson,Mississippi State,WR,76.63,224,9.25,33.88,NA,4.85,13,28,113,4.52,7.21,NA,NA
2016,Jarrod Wilson,Michigan,FS,73.25,209,10,32.25,NA,4.55,17,36,118,4.43,7,NA,530699
2016,Travis Wilson,Utah,QB,79.25,232,9.88,33.25,NA,4.83,NA,31.5,112,4.25,7.05,NA,NA
2016,Jonathan Woodard,Central Arkansas,DE,76.88,271,9.5,34,NA,4.89,28,34,117,4.4,7.08,NA,NA
2016,Josh Woodrum,Liberty (VA),QB,74.88,231,9.25,31.88,NA,4.8,NA,31,116,4.31,NA,NA,NA
2016,Antwaun Woods,Southern California,DT,72.13,318,9.63,31,NA,5,NA,27.5,104,NA,NA,NA,NA
2016,Daryl Worley,West Virginia,CB,72.75,204,10.25,33.38,NA,4.64,14,35.5,123,4.15,NA,NA,546053
2016,Scooby Wright,Arizona,ILB,71.75,239,9.75,30.5,NA,4.9,22,31,113,4.47,7.25,NA,552099
2016,Connor Wujciak,Boston College,DT,74.5,291,10,33.25,NA,4.91,22,34.5,117,4.27,NA,NA,NA
2016,Avery Young,Auburn,OT,76.63,328,10.5,33.75,NA,5.39,20,25,97,4.91,8.23,NA,4372456
2016,Tavon Young,Temple,CB,69.13,183,9.13,30.63,NA,4.46,9,34.5,118,3.93,NA,NA,534336
2016,Anthony Zettel,Penn State,DE,75.88,277,9.5,31.13,NA,4.81,28,30.5,109,4.39,NA,NA,518208
2016,Justin Zimmer,Ferris State (MI),DT,74.63,302,10.13,31.375,NA,4.91,44,32,117,4.42,7.09,NA,NA
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,NA,4.6,24,42.5,130,3.95,NA,NA,514508
2015,Nelson Agholor,Southern California,WR,72.13,198,9.25,32.25,NA,4.42,12,36.5,125,4.34,6.83,NA,531010
2015,Malcolm Agnew,Southern Illinois,RB,69.13,202,8.75,31,NA,4.59,19,37,129,3.9,6.75,NA,511469
2015,Jay Ajayi,Boise State,RB,71.75,221,10,32,24,4.57,19,39,121,4.1,NA,NA,517330
2015,Brandon Alexander,Central Florida,FS,72,195,8.75,31.75,NA,4.59,16,32,115,NA,NA,NA,NA
2015,DJ Alexander,Oregon State,OLB,73.63,233,8.75,31.375,NA,4.56,17,34.5,123,4.24,6.97,NA,541635
2015,Kwon Alexander,Louisiana State,OLB,72.75,227,9.25,30.25,NA,4.55,24,36,121,4.2,NA,NA,NA
2015,Mario Alford,West Virginia,WR,68.5,180,9.38,31.25,NA,4.43,13,34,121,4.07,NA,NA,550507
2015,Detric Allen,East Carolina (NC),CB,73,200,NA,NA,NA,4.59,NA,NA,NA,NA,NA,NA,NA
2015,Javorius Allen,Southern California,RB,72.5,221,9.38,31.75,12,4.53,11,35.5,121,4.28,NA,NA,513339
2015,Jordan Allen,Arizona,DE,77,254,NA,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA
2015,Quinton Alston,Iowa,ILB,72.75,232,9.38,30.75,NA,4.69,18,34,114,NA,NA,NA,NA
2015,Adrian Amos,Penn State,FS,72.5,218,9.13,32.25,NA,4.56,21,35.5,122,4.03,NA,NA,518190
2015,Dres Anderson,Utah,WR,73.13,187,9.38,31.63,NA,4.53,13,NA,121,4.22,6.83,NA,503036
2015,Henry Anderson,Stanford,DE,78.25,294,9.75,33.5,36,4.97,23,30,111,4.19,NA,NA,NA
2015,Rory Anderson,South Carolina,TE,76.63,244,8.75,32.25,NA,4.73,NA,NA,NA,NA,NA,NA,515812
2015,Zaire Anderson,Nebraska,OLB,70.75,224,9.25,30.25,NA,4.68,18,34.5,118,4.45,7.15,NA,NA
2015,David Andrews,Georgia,C,74.13,294,10,32.125,NA,5.12,27,30,108,4.78,8.12,NA,NA
2015,Stephone Anthony,Clemson,ILB,74.63,243,10.38,32.5,23,4.56,23,37,122,4.03,NA,NA,511197
2015,Chi Chi Ariguzo,Northwestern,OLB,73.25,234,10.25,32,NA,4.87,21,36,119,4.48,7.24,NA,500397
2015,Thurston Armbrister,Miami (FL),OLB,73.75,241,10.63,33.5,NA,4.77,20,33.5,116,4.44,6.89,NA,NA
2015,Arik Armstead,Oregon,DT,79.13,292,10.5,33,26,5.1,24,34,117,4.53,NA,NA,NA
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,NA,4.53,NA,36.5,118,4.25,NA,NA,546383
2015,Kennard Backman,Alabama-Birmingham,TE,75.25,239,9.38,33.375,NA,4.76,17,35.5,117,4.49,7.23,NA,518235
2015,Quinn Backus,Coastal Carolina (SC),SS,69.38,216,9.38,30.375,NA,4.67,15,31,115,4.55,7.37,NA,NA
