Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle
2024,Javon Bullard,Georgia,FS,70.63,198,9,30.75,,4.47,,,,,,
2024,Myles Harden,South Dakota,FS,70.63,195,9.38,29.88,,4.5,13,35.5,118,3.98,6.88,
2024,Isaiah Johnson,Syracuse,FS,74.88,205,8.88,32.88,,4.64,,38.5,129,,,
2024,Kamren Kinchens,Miami (FL),FS,71.13,203,9.75,31.25,,4.65,,35,110,,,
2024,Tyler Nubin,Minnesota,FS,73.63,199,9,32,,,,,,,,
2024,Josh Proctor,Ohio State,FS,73.5,199,8.75,32,,4.55,,32.5,121,,,
2024,Andre Sam,Louisiana State,FS,71.25,191,9.25,30,,4.59,,36,123,,,
2024,Jaylin Simpson,Auburn,FS,71.75,179,9.88,32.38,,4.45,,39.5,133,,,
2024,Tykee Smith,Georgia,FS,69.75,202,9.25,31.63,,4.46,,36,120,,,
2024,Dadrion Taylor-Demerson,Texas Tech,FS,70,197,9.63,30.88,,4.41,,38,123,,,
2024,Ryan Watts,Texas,FS,74.75,208,9.38,34.5,,4.53,,40.5,125,4.13,6.82,
2024,Daijahn Anthony,Mississippi,SS,71.75,195,9,32.5,,4.55,,37,116,,,
2024,Calen Bullock,Southern California,SS,74.25,188,9,32.5,,4.48,,,,,,
2024,Jaylon Carlies,Missouri,SS,74.75,227,10,34.25,,4.5,20,32.5,125,,,
2024,Dominique Hampton,Washington,SS,74.38,215,10,33.25,,4.51,,39,122,4.14,6.83,
2024,Jaden Hicks,Washington State,SS,74.13,211,9.38,31.5,,,16,37.5,122,4.37,6.88,
2024,Jaylen Key,Alabama,SS,72.75,208,9.63,32.25,,4.6,,36.5,130,,,
2024,Patrick McMorris,California,SS,71.88,207,9.75,31.88,,,14,31,112,,,
2024,Malik Mustapha,Wake Forest,SS,69.88,209,9,30.13,,,22,,,,,
2024,Kitan Oladapo,Oregon State,SS,74.13,216,9.25,32.38,,4.58,15,36,117,,,
2024,Tyler Owens,Texas Tech,SS,74.13,216,9.13,33.38,,,,41,146,,,
2024,Demani Richardson,Texas A&M,SS,72.63,214,9.88,32,,4.6,,31,116,,,
2024,Sione Vaki,Utah,SS,71.38,210,8.63,29.13,,4.62,20,39.5,125,,,
2024,Evan Williams,Oregon,SS,71.38,200,10.13,30.13,,4.6,,40.5,126,,,
2024,James Williams,Miami (FL),SS,76.38,231,9.5,33.63,,4.65,,30,117,,,
2023,Alex Austin,Oregon State,CB,73,196,8.5,31.88,,4.55,,33,122,4.33,7.06,
2023,Deonte Banks,Maryland,CB,72.13,197,9.38,31.38,,4.35,,42,136,,,
2023,Jakorian Bennett,Maryland,CB,70.63,188,9.13,31.88,,4.3,13,40.5,133,,,
2023,Mekhi Blackmon,Southern California,CB,71,178,9.25,31,,4.47,11,36,125,,,
2023,Lance Boykin,Coastal Carolina (SC),CB,74.38,198,9.75,32.38,,4.72,13,30.5,124,4.39,,
2023,Julius Brents,Kansas State,CB,74.75,198,9.63,34,,4.53,,41.5,138,4.05,6.63,
2023,Myles Brooks,Louisiana Tech,CB,72.75,201,9.5,30.75,,4.51,,35,121,4.51,7.27,
2023,Cameron Brown,Ohio State,CB,72,199,9,31,,4.57,10,35.5,115,4.59,7.12,
2023,Arquon Bush,Cincinnati,CB,71.88,187,9.25,29.88,,4.54,11,33.5,115,4.45,7.32,
2023,KeiTrel Clark,Louisville,CB,70.25,181,8.25,29.63,,4.42,,34.5,122,4.21,,
2023,Emmanuel Forbes,Mississippi State,CB,72.75,166,8.5,32.25,,4.35,,37.5,131,,,
2023,Mekhi Garner,Louisiana State,CB,74,212,10.13,32.25,,4.55,,38,128,,,
2023,Christian Gonzalez,Oregon,CB,73.38,197,9.5,32,,4.38,14,41.5,133,,,
2023,TreVius Hodges-Tomlinson,Texas Christian,CB,67.63,178,8.63,29,,4.41,12,39,132,,,
2023,Anthony Johnson,Virginia,CB,73.63,205,8.63,32.63,,4.63,15,30.5,116,,,
2023,Jaylon Jones,Texas A&M,CB,74.13,200,9,30.75,,4.57,14,38,122,4.3,6.88,
2023,Nic Jones,Ball State (IN),CB,71.88,189,10,32.38,,4.51,9,34.5,122,4.34,,
2023,Kyu Blu Kelly,Stanford,CB,72.25,191,9.75,32,,4.52,,36,131,4.35,6.93,
2023,Darrell Luter,South Alabama,CB,71.75,189,10.38,32.38,,4.46,,40.5,123,4.43,6.9,
2023,Cameron Mitchell,Northwestern,CB,70.75,197,9.75,31.38,,4.47,15,35,,4.06,6.89,
2023,Riley Moss,Iowa,CB,72.63,193,9.5,30,,4.45,11,39,127,4.15,6.6,
2023,Clark Phillips,Utah,CB,69,184,9.13,29.13,,4.51,18,33,,4.32,,
2023,Joey Porter,Penn State,CB,74.5,198,10,34,,4.46,17,35,129,,,
2023,Eli Ricks,Alabama,CB,74,190,8.88,32.38,,4.6,,35,127,,7.44,
2023,Kelee Ringo,Georgia,CB,73.75,207,8.5,31.25,,4.36,10,33.5,122,4.26,7.21,
2023,Darius Rush,South Carolina,CB,73.88,198,9.5,33.38,,4.36,,35,121,,,
2023,Cam Smith,South Carolina,CB,72.75,180,9.13,31.63,,4.43,,38,134,,,
2023,Terell Smith,Minnesota,CB,72.5,204,9,32.88,,4.41,14,34,120,4.3,7.02,
2023,Tyrique Stevenson,Miami (FL),CB,72.38,198,9.63,32.38,,4.45,,38.5,125,4.41,7.09,
2023,Cory Trice,Purdue,CB,75.38,205,9.75,32.38,,4.47,17,35.5,132,4.06,6.7,
2023,DJ Turner,Michigan,CB,71.25,178,9.63,30.75,,4.26,,38.5,131,,,
2023,Carrington Valentine,Kentucky,CB,71.63,193,9.25,32.25,,4.44,9,39,128,4.15,,
2023,Garrett Williams,Syracuse,CB,70.38,192,9.25,31,,,19,,,,,
2023,Devon Witherspoon,Illinois,CB,71.5,181,8.88,31.25,,,,,,,,
2023,Rejzohn Wright,Oregon State,CB,73.63,193,9.63,32.5,,,,,,,,
2023,Brian Branch,Alabama,FS,71.63,190,9.5,30.75,,4.58,14,34.5,125,4.45,,
2023,Chamarri Conner,Virginia Tech,FS,72,209,9,31.38,,4.51,20,40.5,125,4.3,6.91,
2023,DeMarcco Hellams,Alabama,FS,72.63,203,9,31,,4.57,,31,121,4.57,7.29,
2023,Ronnie Hickman,Ohio State,FS,72.5,209,9.38,33,,,,,,,,
2023,Anthony Johnson,Iowa State,FS,71.63,205,8.75,31.25,,4.54,12,37.5,125,4.31,7.07,
2023,Antonio Johnson,Texas A&M,FS,73.88,198,9.75,32.13,,4.52,8,31,118,,,
2023,Tyreque Jones,Boise State,FS,73.75,195,9.63,33.75,,4.52,9,32,119,4.48,7.05,
2023,Brandon Joseph,Notre Dame,FS,72.38,202,9,30.88,,4.62,17,30.5,118,4.23,7.08,
2023,Jartavius Martin,Illinois,FS,71,194,9.63,31.13,,4.46,15,44,133,,,
2023,Gervarrius Owens,Houston,FS,72.38,193,9.5,32,,4.57,15,37.5,125,4.09,6.75,
2023,Jammie Robinson,Florida State,FS,70.63,200,8.75,29.63,,4.59,23,33.5,116,4.41,6.89,
2023,Christopher Smith,Georgia,FS,70.63,192,9.63,31.13,,4.62,15,33,116,4.41,7.45,
2023,Jay Ward,Louisiana State,FS,72.75,188,8.25,32.5,,4.55,16,34.5,132,,,
2023,Jordan Battle,Alabama,SS,73,209,8.5,32,,4.55,17,29.5,114,4.37,7.31,
2023,JiAyir Brown,Penn State,SS,71.38,203,10.13,31.25,,4.65,18,32.5,119,4.21,,
2023,Sydney Brown,Illinois,SS,69.75,211,10.25,31.5,,4.47,23,40.5,130,,,
2023,Trey Dean,Florida,SS,74.13,200,9.25,31.75,,4.75,25,36.5,124,4.26,6.69,
2023,Brandon Hill,Pittsburgh,SS,70.38,193,9.5,30.75,,4.43,15,35.5,123,,,
2023,Jordan Howden,Minnesota,SS,71.63,203,9.5,32.25,,4.49,14,33.5,119,4.22,6.87,
2023,Kaevon Merriweather,Iowa,SS,72,205,9.25,31.88,,4.62,17,35.5,118,4.24,7.14,
2023,Daniel Scott,California,SS,72.88,208,10,30.25,,4.45,22,39.5,128,4.17,6.75,
2023,JL Skinner,Boise State,SS,75.75,209,8.25,32,,,,,,,,
2023,Jason Taylor,Oklahoma State,SS,71.63,204,10,32,,4.5,14,43,129,,,
2023,Rashad Torrence,Florida,SS,71.63,193,10,32,,4.72,20,33.5,119,,,
2022,Jalyn Armour-Davis,Alabama,CB,72.63,197,9.25,30.88,,4.39,14,34.5,,,,
2022,Kalon Barnes,Baylor,CB,71.5,183,9.88,31.75,,4.23,,,,,,
2022,Andrew Booth,Clemson,CB,72.25,194,9.38,31.5,,,,,,,,
2022,Montaric Brown,Arkansas,CB,72.5,194,9.38,31.38,,4.55,11,34,122,4.44,7.27,
2022,Coby Bryant,Cincinnati,CB,73.38,193,9.38,30.63,,4.54,17,,,,,
2022,Tariq Castro-Fields,Penn State,CB,72.63,197,8.75,30.75,,4.38,,,,,,
2022,Decobie Durant,South Carolina State,CB,69.63,180,8.75,30.75,,4.38,,,,,,
2022,Kaiir Elam,Florida,CB,73.5,191,8.88,30.88,,4.39,,,,,,
2022,Martin Emerson,Mississippi State,CB,73.63,201,10.13,33.5,,4.53,,,,,,
2022,Akayleb Evans,Missouri,CB,74,197,8.75,32,,4.46,,36,129,,,
2022,DaMarcus Fields,Texas Tech,CB,71.63,193,9.13,31.25,,4.48,,34.5,,,,
2022,Cordale Flott,Louisiana State,CB,72.5,175,8,30.13,,,,,,,,
2022,Ahmad Gardner,Cincinnati,CB,74.75,190,9.63,33.5,,4.41,,,,,,
2022,Mario Goodrich,Clemson,CB,72.25,176,9.13,30.63,,4.52,,,,,,
2022,Kyler Gordon,Washington,CB,71.5,194,9.25,31,,4.52,,,,,,
2022,Vincent Gray,Michigan,CB,74.25,192,9.25,32.38,,4.54,,,,,,
2022,Josh Jobe,Alabama,CB,71.5,182,9.25,32.63,,,,,,,,
2022,Jack Jones,Arizona State,CB,70.75,171,8.88,30.75,,4.52,,,,,,
2022,Marcus Jones,Houston,CB,68,174,8.88,28.88,,,,,,,,
2022,Derion Kendrick,Georgia,CB,71.88,194,9.13,31,,,,,,,,
2022,Chase Lucas,Arizona State,CB,71.25,180,9.25,31.88,,4.48,,39,128,,,
2022,Damarri Mathis,Pittsburgh,CB,71,196,8.25,31.88,,4.39,,,,,,
2022,Zyon McCollum,Sam Houston State (TX),CB,74.13,199,9,30.75,,4.33,,39.5,132,3.94,6.48,
2022,Roger McCreary,Auburn,CB,71.38,190,9,28.88,,4.5,,,,,,
2022,Trent McDuffie,Washington,CB,70.75,193,8.75,29.75,,4.44,,,,,,
2022,Chris Steele,Southern California,CB,72.38,187,8.75,31.13,,4.48,,37.5,126,,,
2022,Derek Stingley,Louisiana State,CB,72.25,190,9.63,30.63,,,,,,,,
2022,Alontae Taylor,Tennessee,CB,72.13,199,9.13,32.25,,4.36,,34.5,128,,,
2022,Cam Taylor-Britt,Nebraska,CB,70.63,196,10,31.5,,4.38,,,,,,
2022,Isaac Taylor-Stuart,Southern California,CB,73.5,201,9,31.5,,4.42,,,123,,,
2022,Josh Thompson,Texas,CB,71.5,194,9,31.13,,4.4,15,37.5,127,4.13,6.84,
2022,Jermaine Waller,Virginia Tech,CB,72.13,180,9,31.13,,4.68,,,,,,
2022,Jaylen Watson,Washington State,CB,74,197,9.63,32.25,,4.51,18,,,,,
2022,Sam Webb,Missouri Western,CB,72.5,202,9.25,32.13,,4.48,14,,,,,
2022,Damarion Williams,Houston,CB,70.25,182,8.75,29.63,,,17,34.5,118,,,
2022,Joshua Williams,Fayetteville State,CB,74.88,195,9.5,32.88,,4.53,,36,124,,,
2022,Tariq Woolen,Texas-San Antonio,CB,76.13,205,9.13,33.63,,4.26,,42,,,,
2022,Mykael Wright,Oregon,CB,70.5,173,9,30.5,,4.57,,,,,,
2022,Tycen Anderson,Toledo,FS,73.88,209,10.13,33,,4.36,,35.5,123,4.28,6.64,
2022,Lewis Cine,Georgia,FS,74.25,199,9.38,32.25,,4.37,,36.5,133,,,
2022,Yusuf Corker,Kentucky,FS,72,203,9,31,,,23,,,,,
2022,Kyle Hamilton,Notre Dame,FS,76.13,220,9.13,33,,4.59,,38,131,4.32,6.9,
2022,Daxton Hill,Michigan,FS,72.25,191,9.5,32.25,,4.38,,33.5,121,4.06,6.57,
2022,Kerby Joseph,Illinois,FS,73,203,10.63,33.13,,,18,38.5,123,,,
2022,Verone McKinley,Oregon,FS,70,198,9.13,30.63,,,16,35,120,,,
2022,Smoke Monday,Auburn,FS,73.75,207,9.13,32.5,,4.52,,,124,,7,
2022,JT Woods,Baylor,FS,74.13,195,8.5,32.38,,4.36,,39.5,128,,,
2022,Markquese Bell,Florida A&M,SS,74.13,212,9.38,32.38,,4.41,,36.5,123,4.46,,
2022,Dane Belton,Iowa,SS,72.63,205,9.13,31,,4.43,,36.5,123,4.24,7.01,
2022,Bubba Bolden,Miami (FL),SS,74.13,209,9,31.38,,4.47,,,116,,,
2022,Jaquan Brisker,Penn State,SS,73.38,199,9.88,31.75,,4.49,22,34.5,124,,,
2022,Percy Butler,Louisiana-Lafayette,SS,72.13,194,9.13,31.63,,4.36,,31.5,123,,,
2022,Qwynnterrio Cole,Louisville,SS,72.13,206,10.38,31.88,,,16,,,,,
2022,Bryan Cook,Cincinnati,SS,72.75,206,8.5,31.88,,,,,,,,
2022,Nick Cross,Maryland,SS,72.13,212,9,31.5,,4.34,,37,130,,,
2022,Kolby Harvell-Peel,Oklahoma State,SS,71.63,213,9.75,31.13,,,21,,,,,
2022,Quentin Lake,UCLA,SS,73.38,201,9.13,31.25,,4.59,,,,,,
2022,Leon ONeal,Texas A&M,SS,72.5,204,10.25,31.63,,,15,35,125,,6.89,
2022,Jalen Pitre,Baylor,SS,71,198,9,30.63,,,16,35,,4.18,6.74,
2022,Juanyeh Thomas,Georgia Tech,SS,72.75,212,9.75,32.38,,4.55,17,34,122,,,
2022,Delarrin Turner-Yell,Oklahoma,SS,70.25,197,10,31.75,,4.47,,,122,,,
2021,Paulson Adebo,Stanford,CB,73,198,10,31.5,,4.45,18,36.5,121,4.13,6.69,
2021,Dicaprio Bootle,Nebraska,CB,69.5,180,8.5,30,,4.45,16,36.5,126,4.17,6.72,
2021,Tre Brown,Oklahoma,CB,69.75,185,9.5,30.375,,4.42,13,38,123,4.27,7.11,
2021,Lorenzo Burns,Arizona,CB,70.38,183,8.625,30.25,,4.56,14,33.5,123,4.51,7.55,
2021,Camryn Bynum,California,CB,72.25,196,9.625,30.75,,4.58,,34,129,4.1,6.99,
2021,DJ Daniel,Georgia,CB,71.75,195,9.125,33.375,,4.62,11,31,119,4.12,7.02,
2021,Isaiah Dunn,Oregon State,CB,71.5,189,9,32,,4.38,13,35.5,127,4.14,6.91,
2021,Brandin Echols,Kentucky,CB,70.13,179,9.125,30.25,,4.36,13,42.5,136,4.12,6.84,
2021,Caleb Farley,Virginia Tech,CB,73,207,8.75,33.375,,,,,131,,,
2021,Mark Gilbert,Duke,CB,72.13,186,8.75,31.25,,4.48,13,36,130,4.38,7.1,
2021,Tay Gowan,Central Florida,CB,72.88,186,8.5,31.125,,4.49,13,35.5,118,4.27,6.86,
2021,Thomas Graham,Oregon,CB,70.38,192,8.875,31,,4.49,13,34.5,121,4.19,7.08,
2021,Mike Hampton,South Florida,CB,71.63,186,8.875,31.5,,,22,,110,,,
2021,Brontae Harris,Alabama-Birmingham,CB,69,184,9.125,30.25,,4.87,3,30.5,105,4.54,7.71,
2021,Nate Hobbs,Illinois,CB,71.38,196,9.5,31.5,,4.48,17,40.5,135,4.17,6.85,
2021,Jaycee Horn,South Carolina,CB,72.75,205,9.125,33,,4.4,19,41.5,133,,,
2021,Jerry Jacobs,Arkansas,CB,70.25,208,9.375,30.625,,4.53,20,34.5,120,4.33,6.95,
2021,Shemar Jean-Charles,Appalachian State (NC),CB,70.38,184,8.75,30.875,,4.52,19,35,124,4.33,7.15,
2021,Kelvin Joseph,Kentucky,CB,71.5,197,9.25,31.875,,4.35,,35,128,4.23,7.21,
2021,Deommodore Lenoir,Oregon,CB,70.25,199,9.75,30.625,,4.45,15,34.5,121,4.34,7.02,
2021,Mac McCain,North Carolina A&T,CB,71,186,9.25,31,,4.48,13,35.5,123,4.2,7.09,
2021,Nick McCloud,Notre Dame,CB,72.13,193,9.5,31.875,,4.46,12,34,124,4.16,6.93,
2021,Zech McPhearson,Texas Tech,CB,70.88,191,8.75,30.75,,4.5,14,40.5,130,4.03,6.84,
2021,Bryan Mills,North Carolina Central,CB,73.13,174,9,32,,4.6,2,37,124,4.31,7.2,
2021,Elijah Molden,Washington,CB,69.5,192,9.5,29.5,,,13,36.5,125,,,
2021,Israel Mukuamu,South Carolina,CB,76.13,212,9.375,34,,,13,36.5,119,,,
2021,AJ Parker,Kansas State,CB,71.25,182,7.375,30.625,,4.53,10,33.5,117,4.37,7.02,
2021,Antonio Phillips,Ball State (IN),CB,71.38,193,9.375,31.375,,,,,116,,,
2021,Jason Pinnock,Pittsburgh,CB,72.5,204,9.125,32.375,,4.49,15,39.5,128,4.1,6.9,
2021,Aaron Robinson,Central Florida,CB,71.5,186,8.75,30.25,,4.39,15,37,123,4.31,6.9,
2021,Robert Rochell,Central Arkansas,CB,71.75,193,8.75,32.375,,4.41,9,43,133,4.08,6.84,
2021,Asante Samuel,Florida State,CB,70.13,180,8.875,30.125,,4.41,12,35,124,4.09,6.98,
2021,Benjamin St-Juste,Minnesota,CB,75.25,202,9.375,32.625,,4.55,11,34.5,119,4.01,6.63,
2021,Brandon Stephens,Southern Methodist (TX),CB,72.13,213,9.75,32,,4.44,19,38,127,4.29,6.99,
2021,Eric Stokes,Georgia,CB,72.63,194,9.125,32.75,,4.31,14,38.5,128,4.36,6.96,
2021,Patrick Surtain,Alabama,CB,74,208,10,32.5,,4.42,18,39,131,,,
2021,Keith Taylor,Washington,CB,74.25,187,9.5,31.125,,4.54,12,33.5,127,4.27,6.85,
2021,Ambry Thomas,Michigan,CB,71.88,191,8.625,32.25,,4.41,15,38,122,,,
2021,Kary Vincent,Louisiana State,CB,69.75,185,8.875,30.25,,4.39,8,35.5,117,,,
2021,Shaun Wade,Ohio State,CB,72.63,196,9.25,33.5,,,,,122,,,
2021,Mark Webb,Georgia,CB,73.5,207,10.125,32.625,,4.61,,36.5,136,4.52,7.3,
2021,Chris Wilcox,Brigham Young,CB,73.63,198,9.875,31.625,,4.39,,37.5,126,4.3,7.19,
2021,Rachad Wildgoose,Wisconsin,CB,71.25,197,9.375,31.125,,4.53,11,36,120,4.18,7.09,
2021,Avery Williams,Boise State,CB,68.38,187,9,28.75,,4.43,19,33.5,121,4,6.88,
2021,Rodarius Williams,Oklahoma State,CB,71.75,189,9.25,31.5,,4.53,14,36.5,123,4.18,6.95,
2021,Trill Williams,Syracuse,CB,72.38,208,9,31.125,,4.59,20,36,123,4.27,7.17,
2021,Lawrence Woods,Truman State,CB,69.5,182,9.375,31.25,,4.52,13,37.5,124,4.28,7.08,
2021,DAngelo Amos,Virginia,FS,71.75,191,9,32.25,,4.58,11,34.5,119,4.33,6.98,
2021,Zayne Anderson,Brigham Young,FS,73.88,206,9.75,31.25,,4.44,11,34,120,4.2,6.78,
2021,Joshuah Bledsoe,Missouri,FS,71.38,204,9.625,30.75,,,,,103,,,
2021,Michael Carter,Duke,FS,69.63,184,9.5,29.125,,4.36,13,35.5,117,4.44,6.9,
2021,Andre Cisco,Syracuse,FS,72.63,216,10.625,32.5,,,17,,119,,,
2021,Shaun Crawford,Notre Dame,FS,69.13,182,8.875,30.25,,4.55,12,35,116,4.13,6.7,
2021,Aashari Crosswell,Arizona State,FS,72.25,205,,,,,,,101,,,
2021,Richie Grant,Central Florida,FS,71.63,197,9.375,32.625,,4.57,12,34.5,129,4.27,6.78,
2021,Damar Hamlin,Pittsburgh,FS,72.88,200,9.125,32.25,,4.6,18,35,118,4.4,6.93,
2021,Jevon Holland,Oregon,FS,72.63,207,9.125,31.5,,4.47,19,35.5,126,4.16,,
2021,Thomas Leggett,Texas Tech,FS,71.63,196,9.375,30.125,,4.58,20,36.5,116,4.35,7.25,
2021,Trevon Moehrig,Texas Christian,FS,72.63,202,9.75,30.625,,4.52,14,33,128,4.19,,
2021,Jordyn Peters,Auburn,FS,72.75,202,9.375,32.75,,4.7,7,39.5,124,4.47,7.14,
2021,Caden Sterns,Texas,FS,71.88,202,9.5,32.125,,4.41,14,42,128,4.13,6.96,
2021,Brad Stewart,Florida,FS,72.13,195,9,31.5,,4.59,11,33.5,126,4.4,7.25,
2021,Lamont Wade,Penn State,FS,69,190,8,29.875,,4.46,,35.5,118,4.38,7.15,
2021,Lawrence White,Iowa State,FS,71.88,195,9.25,31.25,,4.62,14,33.5,120,4.38,7.12,
2021,James Wiggins,Cincinnati,FS,71.25,209,9.75,29,,4.42,22,38,127,,,
2021,Brady Breeze,Oregon,SS,71.75,197,9.5,30.5,,4.55,20,38,120,4.23,7.03,
2021,Tyler Coyle,Purdue,SS,72.5,209,9,33,,4.41,24,39,133,4.02,7.14,
2021,Shawn Davis,Florida,SS,70.63,202,9.5,31.875,,,17,39.5,128,,,
2021,Divine Deablo,Virginia Tech,SS,75.25,226,9.5,33,,4.45,19,34,126,4.45,7.01,
2021,Paris Ford,Pittsburgh,SS,72.63,197,9.5,32.375,,4.85,,28.5,110,4.45,7.44,
2021,Darrick Forrest,Cincinnati,SS,71.5,206,9.75,32,,4.43,21,39,132,4.22,6.91,
2021,Tyree Gillespie,Missouri,SS,71.75,207,9.625,31.25,,4.43,15,35.5,108,4.39,7.06,
2021,Kyel Hemby,Southern Mississippi,SS,72,200,9.5,31.375,,4.61,16,28.5,110,4.52,7.34,
2021,Talanoa Hufanga,Southern California,SS,72.38,199,9.875,32,,4.64,12,35.5,128,4.39,6.96,
2021,Dwayne Johnson,San Diego State,SS,73.38,207,9.875,32.25,,4.71,17,32.5,120,4.63,7.35,
2021,Devon Key,Western Kentucky,SS,71.63,208,9.25,30.75,,4.56,20,38,123,4.15,7.13,
2021,Richard LeCounte,Georgia,SS,61.5,196,9,31.625,,4.79,,32.5,128,4.49,7.44,
2021,Marcus Murphy,Mississippi State,SS,71.25,198,8.75,31.625,,4.54,11,38.5,121,4.3,7.14,
2021,Hamsah Nasirildeen,Florida State,SS,75.25,215,10,34.25,,,17,32,106,4.27,7.05,
2021,Nick Pickett,Oregon,SS,72.5,201,8.625,32.75,,4.65,18,35.5,119,4.43,7.4,
2021,Jamien Sherwood,Auburn,SS,73.75,216,10,34,,4.76,15,36,123,4.36,7.15,
2021,Donovan Stiner,Florida,SS,73.5,205,8.875,31.375,,4.58,15,34.5,127,4.23,7.08,
2021,Tariq Thompson,San Diego State,SS,70.75,204,8.625,30.5,,4.75,15,31,113,4.73,7.75,
2021,Christian Uphoff,Illinois State,SS,74,209,10,30.75,,4.64,17,33,120,4.38,7.09,
2021,Brendon White,Rutgers,SS,73.38,215,8.75,31.875,,4.66,19,34.5,112,4.33,6.82,
2021,Jarell White,Cincinnati,SS,68.75,202,8.875,29.75,,4.58,22,35,125,4.35,7.21,
2020,Damon Arnette,Ohio State,CB,71.63,195,9.13,30,,4.56,,,,,,
2020,Trajan Bandy,Miami (FL),CB,67.75,180,9,29.88,,4.5,10,,,,,
2020,Essang Bassey,Wake Forest,CB,69.38,191,7.88,31,,4.46,12,39.5,128,4.13,6.95,
2020,Myles Bryant,Washington,CB,69,185,9.13,29.5,,4.62,,31.5,115,4.02,6.81,
2020,Nevelle Clarke,Central Florida,CB,72.88,190,9.13,31.63,,,10,35,126,4.31,6.88,
